id,ticker,timestamp,caption,sentiment,virality,image_path,price_change,price_up,volume,delta_time,price_timestamp
9923,AAPL,2023-01-07 13:32:00,AAPL down... 📉,negative,694.8727592265618,meme_images/meme_9923.png,-1.6106413669295496,0,59493.21231596032,0 days 00:12:00,2023-01-07 13:44:00
6136,AAPL,2023-01-08 00:54:00,AAPL paper hands... 😢,negative,8.072439653299524,meme_images/meme_6136.png,-1.8165193047030852,0,14059.886178079676,0 days 00:19:00,2023-01-08 01:13:00
6415,AAPL,2023-01-08 20:40:00,AAPL FUD... 💸,negative,25.38718115584596,meme_images/meme_6415.png,-1.4800128812138638,0,5464.084396438543,0 days 00:27:00,2023-01-08 21:07:00
7400,AAPL,2023-01-09 06:46:00,AAPL hold. ⌛,neutral,57.97310954876636,meme_images/meme_7400.png,-0.9542003051393592,0,26691.63153124634,0 days 00:13:00,2023-01-09 06:59:00
3866,AAPL,2023-01-09 08:20:00,AAPL sell... 💸,negative,686.1683619995026,meme_images/meme_3866.png,-0.9813319879820246,0,69314.66783274744,0 days 00:14:00,2023-01-09 08:34:00
978,AAPL,2023-01-10 05:15:00,AAPL FUD... 💸,negative,1005.3139646970832,meme_images/meme_978.png,-6.725874904071336,0,16392.70061037059,0 days 00:15:00,2023-01-10 05:30:00
2026,AAPL,2023-01-10 10:03:00,AAPL buy! 📈,positive,2.1142668609787925,meme_images/meme_2026.png,0.7194522773437055,1,16628.20775102772,0 days 00:14:00,2023-01-10 10:17:00
9728,AAPL,2023-01-10 11:05:00,AAPL bull! 📈,positive,37.33463282399158,meme_images/meme_9728.png,-0.3289147798159936,0,9019.950446261952,0 days 00:30:00,2023-01-10 11:35:00
6664,AAPL,2023-01-11 01:13:00,AAPL down... 💸,negative,326.3114226020712,meme_images/meme_6664.png,-4.884897231620451,0,22043.33849296399,0 days 00:07:00,2023-01-11 01:20:00
7546,AAPL,2023-01-11 05:22:00,AAPL HODL! 💎🙌,positive,282.4727657539865,meme_images/meme_7546.png,3.103981779556764,1,13029.567674748954,0 days 00:21:00,2023-01-11 05:43:00
9615,AAPL,2023-01-11 07:45:00,AAPL hold. 📊,neutral,5.591610000920864,meme_images/meme_9615.png,0.7498915363047429,1,45043.77483325477,0 days 00:09:00,2023-01-11 07:54:00
9487,AAPL,2023-01-11 16:05:00,AAPL update. ⌛,neutral,190.581136318872,meme_images/meme_9487.png,-0.9103561179007892,0,61374.59714587645,0 days 00:29:00,2023-01-11 16:34:00
2799,AAPL,2023-01-12 21:18:00,AAPL buy! 📈,positive,64.63728411789353,meme_images/meme_2799.png,2.889857772232324,1,24912.4508378422,0 days 00:28:00,2023-01-12 21:46:00
6050,AAPL,2023-01-13 00:03:00,AAPL paper hands... 📉,negative,1165.9937875627957,meme_images/meme_6050.png,-0.5239575468681759,0,38493.34443113858,0 days 00:27:00,2023-01-13 00:30:00
8882,AAPL,2023-01-14 01:29:00,AAPL diamond hands! 📈,positive,432.3769204222375,meme_images/meme_8882.png,3.058050160808814,1,52776.54467115311,0 days 00:15:00,2023-01-14 01:44:00
7252,AAPL,2023-01-14 04:58:00,AAPL up! 🚀,positive,91.86611003054412,meme_images/meme_7252.png,0.1983689046033387,1,1831.9319587953871,0 days 00:08:00,2023-01-14 05:06:00
5998,AAPL,2023-01-14 06:54:00,AAPL waiting. 🧐,neutral,51.50386364568402,meme_images/meme_5998.png,0.3012535833365639,1,9130.930298065196,0 days 00:12:00,2023-01-14 07:06:00
7665,AAPL,2023-01-15 14:31:00,AAPL buy! 💎🙌,positive,548.7267866320261,meme_images/meme_7665.png,2.631668519685133,1,73406.91271024276,0 days 00:15:00,2023-01-15 14:46:00
4017,AAPL,2023-01-16 06:10:00,AAPL news. 📊,neutral,6.850777157482941,meme_images/meme_4017.png,-0.3893130145420752,0,69974.03516733795,0 days 00:05:00,2023-01-16 06:15:00
2794,AAPL,2023-01-17 06:41:00,AAPL update. 📊,neutral,194.13232390408564,meme_images/meme_2794.png,0.0093333712787126,1,23562.730995665155,0 days 00:16:00,2023-01-17 06:57:00
825,AAPL,2023-01-17 09:21:00,AAPL news. ⌛,neutral,108.2820713437764,meme_images/meme_825.png,1.629380479365399,1,54615.20731273298,0 days 00:08:00,2023-01-17 09:29:00
4371,AAPL,2023-01-18 06:28:00,AAPL bear... 😢,negative,1865.7645003307696,meme_images/meme_4371.png,-1.4002064230132765,0,55252.95674899438,0 days 00:22:00,2023-01-18 06:50:00
548,AAPL,2023-01-18 13:53:00,AAPL to the moon! 🚀,positive,20.760350200594527,meme_images/meme_548.png,2.9144931884895984,1,17106.59018488836,0 days 00:17:00,2023-01-18 14:10:00
2098,AAPL,2023-01-18 15:24:00,AAPL diamond hands! 📈,positive,142.42179643805733,meme_images/meme_2098.png,2.238597302491212,1,70128.52037203955,0 days 00:16:00,2023-01-18 15:40:00
8774,AAPL,2023-01-19 08:57:00,AAPL up! 🚀,positive,1.4324275755422826,meme_images/meme_8774.png,1.8119358368388592,1,60457.84578634913,0 days 00:08:00,2023-01-19 09:05:00
8828,AAPL,2023-01-19 19:45:00,AAPL bull! 💎🙌,positive,748.9147194386087,meme_images/meme_8828.png,1.605611936612621,1,33315.101068659846,0 days 00:26:00,2023-01-19 20:11:00
9722,AAPL,2023-01-20 12:26:00,AAPL hold. 📊,neutral,1216.284898930776,meme_images/meme_9722.png,1.651275314106026,1,107609.88845736982,0 days 00:20:00,2023-01-20 12:46:00
2109,AAPL,2023-01-20 12:40:00,AAPL diamond hands! 🚀,positive,512.4731299895396,meme_images/meme_2109.png,1.3761087457045431,1,5742.144346009631,0 days 00:09:00,2023-01-20 12:49:00
1353,AAPL,2023-01-21 18:22:00,AAPL update. 📊,neutral,65.17790153424886,meme_images/meme_1353.png,0.1265374147186498,1,98316.14185145812,0 days 00:19:00,2023-01-21 18:41:00
7243,AAPL,2023-01-21 23:08:00,AAPL down... 💸,negative,685.3595132995471,meme_images/meme_7243.png,-3.6733499516926105,0,57902.859044671575,0 days 00:15:00,2023-01-21 23:23:00
4014,AAPL,2023-01-22 05:17:00,AAPL waiting. 📊,neutral,72.61531417980004,meme_images/meme_4014.png,-2.816129607951902,0,43733.52464586944,0 days 00:09:00,2023-01-22 05:26:00
1658,AAPL,2023-01-22 21:46:00,AAPL news. 🧐,neutral,13.35175056888055,meme_images/meme_1658.png,-0.9425028746187636,0,44190.64527702938,0 days 00:28:00,2023-01-22 22:14:00
1487,AAPL,2023-01-23 02:29:00,AAPL paper hands... 💸,negative,2797.777252406828,meme_images/meme_1487.png,-6.905541801494377,0,27949.743409576917,0 days 00:14:00,2023-01-23 02:43:00
6707,AAPL,2023-01-23 11:28:00,AAPL hold. 🧐,neutral,976.1600576888868,meme_images/meme_6707.png,0.4754345919169557,1,38365.650234371016,0 days 00:28:00,2023-01-23 11:56:00
5168,AAPL,2023-01-23 13:50:00,AAPL update. ⌛,neutral,8.945496334439314,meme_images/meme_5168.png,0.1766969750831262,1,23868.87724973524,0 days 00:15:00,2023-01-23 14:05:00
3360,AAPL,2023-01-24 00:18:00,AAPL watch. 🧐,neutral,570.8272840067575,meme_images/meme_3360.png,-0.6032497436085802,0,19728.93032682941,0 days 00:06:00,2023-01-24 00:24:00
4850,AAPL,2023-01-24 12:49:00,AAPL news. 🧐,neutral,32.34948103990181,meme_images/meme_4850.png,-1.5737499400304205,0,10009.669137847432,0 days 00:25:00,2023-01-24 13:14:00
4827,AAPL,2023-01-25 02:50:00,AAPL watch. 📊,neutral,340.6101233905966,meme_images/meme_4827.png,0.7459917426055461,1,21540.43331056424,0 days 00:08:00,2023-01-25 02:58:00
544,AAPL,2023-01-26 05:33:00,AAPL sell... 😢,negative,402.19951544474776,meme_images/meme_544.png,0.9019886443337086,1,52435.44506867077,0 days 00:29:00,2023-01-26 06:02:00
2811,AAPL,2023-01-27 00:27:00,AAPL dump... 📉,negative,200.1977375536964,meme_images/meme_2811.png,-1.312423473756872,0,23101.92893195584,0 days 00:25:00,2023-01-27 00:52:00
852,AAPL,2023-01-27 03:02:00,AAPL bear... 💸,negative,33.507970129106326,meme_images/meme_852.png,-2.896300230218787,0,33900.25016250421,0 days 00:06:00,2023-01-27 03:08:00
8516,AAPL,2023-01-27 12:33:00,AAPL dump... 😢,negative,14.526262450936992,meme_images/meme_8516.png,0.1757552273636097,1,19306.90900197742,0 days 00:14:00,2023-01-27 12:47:00
3665,AAPL,2023-01-27 12:42:00,AAPL update. ⌛,neutral,209.8552146662772,meme_images/meme_3665.png,-0.4097754022855673,0,21585.65941203295,0 days 00:30:00,2023-01-27 13:12:00
1886,AAPL,2023-01-27 16:57:00,AAPL bear... 😢,negative,24.025578646630244,meme_images/meme_1886.png,-1.5438871685382618,0,39760.05403619546,0 days 00:21:00,2023-01-27 17:18:00
7517,AAPL,2023-01-27 18:16:00,AAPL bear... 💸,negative,5.70579182911488,meme_images/meme_7517.png,-0.6940715483127413,0,24607.593135663545,0 days 00:28:00,2023-01-27 18:44:00
8103,AAPL,2023-01-27 23:05:00,AAPL rocket! 📈,positive,76.46097261537032,meme_images/meme_8103.png,2.439833656869724,1,7982.416206097466,0 days 00:09:00,2023-01-27 23:14:00
2828,AAPL,2023-01-28 08:48:00,AAPL moon! 🚀,positive,1490.0849298780524,meme_images/meme_2828.png,1.798548282436924,1,30092.50630391437,0 days 00:27:00,2023-01-28 09:15:00
8915,AAPL,2023-01-28 23:57:00,AAPL news. ⌛,neutral,33.55435841842829,meme_images/meme_8915.png,-1.7201257823253728,0,23399.006451109755,0 days 00:05:00,2023-01-29 00:02:00
3004,AAPL,2023-01-29 04:48:00,AAPL diamond hands! 🚀,positive,544.9235894289344,meme_images/meme_3004.png,1.0809133257434376,1,17816.645127321124,0 days 00:22:00,2023-01-29 05:10:00
926,AAPL,2023-01-29 13:07:00,AAPL bull! 🚀,positive,3589.7682398783963,meme_images/meme_926.png,2.032854239363831,1,75860.61814984569,0 days 00:16:00,2023-01-29 13:23:00
6793,AAPL,2023-01-29 14:58:00,AAPL down... 💸,negative,3090.15841235373,meme_images/meme_6793.png,-2.7404356680350617,0,30731.193152945343,0 days 00:23:00,2023-01-29 15:21:00
31,AAPL,2023-01-30 01:21:00,AAPL update. ⌛,neutral,63.514069574414826,meme_images/meme_31.png,-1.329282841886151,0,53352.925485602165,0 days 00:20:00,2023-01-30 01:41:00
3011,AAPL,2023-01-30 01:40:00,AAPL buy! 💎🙌,positive,38.83027226255294,meme_images/meme_3011.png,1.6113087517127982,1,78435.70390777898,0 days 00:28:00,2023-01-30 02:08:00
4764,AAPL,2023-01-30 06:45:00,AAPL waiting. ⌛,neutral,94.84540913200364,meme_images/meme_4764.png,1.933871384535159,1,16891.31406815254,0 days 00:29:00,2023-01-30 07:14:00
567,AAPL,2023-01-30 11:12:00,AAPL down... 📉,negative,930.0209895784508,meme_images/meme_567.png,-2.676916649906912,0,99612.17966800412,0 days 00:19:00,2023-01-30 11:31:00
811,AAPL,2023-01-30 20:14:00,AAPL update. ⌛,neutral,163.1391135011173,meme_images/meme_811.png,1.803838850616647,1,31759.585716785878,0 days 00:07:00,2023-01-30 20:21:00
9261,AAPL,2023-01-31 07:14:00,AAPL rocket! 📈,positive,1155.8462101683797,meme_images/meme_9261.png,1.4685487593258748,1,6313.385976395789,0 days 00:18:00,2023-01-31 07:32:00
1542,AAPL,2023-01-31 17:35:00,AAPL moon! 💎🙌,positive,176.16497590492605,meme_images/meme_1542.png,1.801898802587232,1,56175.89997201977,0 days 00:19:00,2023-01-31 17:54:00
9338,AAPL,2023-02-01 05:51:00,AAPL update. 📊,neutral,1176.89853268232,meme_images/meme_9338.png,0.4265558135261627,1,3369.264877339768,0 days 00:07:00,2023-02-01 05:58:00
3923,AAPL,2023-02-01 06:08:00,AAPL paper hands... 😢,negative,116.63736222550338,meme_images/meme_3923.png,-0.6426055899761348,0,69860.64439241866,0 days 00:07:00,2023-02-01 06:15:00
4329,AAPL,2023-02-01 06:30:00,AAPL sell... 💸,negative,34.17248053562938,meme_images/meme_4329.png,-4.279166754894137,0,256475.34260548835,0 days 00:20:00,2023-02-01 06:50:00
7733,AAPL,2023-02-03 23:14:00,AAPL news. ⌛,neutral,297.6769890352423,meme_images/meme_7733.png,0.3154650636439792,1,4097.433066100286,0 days 00:16:00,2023-02-03 23:30:00
4027,AAPL,2023-02-04 14:29:00,AAPL crash... 💸,negative,930.7658139252136,meme_images/meme_4027.png,-1.7386369098572174,0,16121.30261299608,0 days 00:11:00,2023-02-04 14:40:00
9121,AAPL,2023-02-04 20:36:00,AAPL bull! 💎🙌,positive,29.63343446594815,meme_images/meme_9121.png,2.354088425042895,1,31830.04871004545,0 days 00:27:00,2023-02-04 21:03:00
9207,AAPL,2023-02-04 21:05:00,AAPL FUD... 📉,negative,137.3719965355655,meme_images/meme_9207.png,-2.737129039423904,0,32319.13302009044,0 days 00:07:00,2023-02-04 21:12:00
9371,AAPL,2023-02-04 23:43:00,AAPL hold. ⌛,neutral,282.91097230023666,meme_images/meme_9371.png,0.488711522187164,1,11155.885365277056,0 days 00:29:00,2023-02-05 00:12:00
4442,AAPL,2023-02-05 22:20:00,AAPL watch. 📊,neutral,87.56578201716611,meme_images/meme_4442.png,-0.5952878180943173,0,5914.133644076609,0 days 00:05:00,2023-02-05 22:25:00
932,AAPL,2023-02-06 18:43:00,AAPL waiting. 🧐,neutral,595.4358946278965,meme_images/meme_932.png,0.3887935896385203,1,8519.912381898173,0 days 00:25:00,2023-02-06 19:08:00
7893,AAPL,2023-02-06 22:22:00,AAPL update. ⌛,neutral,1156.0278758523436,meme_images/meme_7893.png,-1.4869981147843734,0,36459.4641547593,0 days 00:07:00,2023-02-06 22:29:00
1695,AAPL,2023-02-08 11:35:00,AAPL news. ⌛,neutral,120.24122833590232,meme_images/meme_1695.png,0.6995548453829558,1,99208.58034095285,0 days 00:06:00,2023-02-08 11:41:00
8086,AAPL,2023-02-10 03:57:00,AAPL waiting. ⌛,neutral,112.34904890887776,meme_images/meme_8086.png,-0.2260893560429087,0,27317.090411823472,0 days 00:08:00,2023-02-10 04:05:00
76,AAPL,2023-02-10 11:46:00,AAPL news. 🧐,neutral,663.2888224030244,meme_images/meme_76.png,-0.0735663436415887,0,11456.986809823757,0 days 00:08:00,2023-02-10 11:54:00
4556,AAPL,2023-02-11 21:52:00,AAPL bear... 💸,negative,232.9715890290592,meme_images/meme_4556.png,-3.729055561311948,0,294260.0562172303,0 days 00:11:00,2023-02-11 22:03:00
8722,AAPL,2023-02-12 04:34:00,AAPL bull! 📈,positive,1885.7591062676584,meme_images/meme_8722.png,4.040270857966329,1,36734.88379883709,0 days 00:17:00,2023-02-12 04:51:00
3657,AAPL,2023-02-12 08:15:00,AAPL buy! 💎🙌,positive,208.7817653463482,meme_images/meme_3657.png,-1.221680076382081,0,11701.664784804714,0 days 00:06:00,2023-02-12 08:21:00
4261,AAPL,2023-02-12 17:43:00,AAPL up! 🚀,positive,78.88403638405255,meme_images/meme_4261.png,3.631924790482795,1,35234.510048083175,0 days 00:14:00,2023-02-12 17:57:00
2330,AAPL,2023-02-12 22:03:00,AAPL watch. ⌛,neutral,1116.5363780249172,meme_images/meme_2330.png,0.4684462210818242,1,15172.955487703084,0 days 00:28:00,2023-02-12 22:31:00
5339,AAPL,2023-02-13 02:01:00,AAPL down... 💸,negative,503.7222530102469,meme_images/meme_5339.png,-3.9588801768607658,0,25788.39462324781,0 days 00:15:00,2023-02-13 02:16:00
7809,AAPL,2023-02-13 12:23:00,AAPL bear... 📉,negative,681.4583479538239,meme_images/meme_7809.png,-1.9444421356782773,0,163038.68252050903,0 days 00:29:00,2023-02-13 12:52:00
6343,AAPL,2023-02-14 12:46:00,AAPL diamond hands! 🚀,positive,5.367667333159518,meme_images/meme_6343.png,1.6968423405026984,1,73898.47765605277,0 days 00:28:00,2023-02-14 13:14:00
3208,AAPL,2023-02-14 15:02:00,AAPL update. 🧐,neutral,26.920820995212694,meme_images/meme_3208.png,-1.704480937231441,0,47016.33464003503,0 days 00:19:00,2023-02-14 15:21:00
2658,AAPL,2023-02-14 22:03:00,AAPL update. 📊,neutral,62.63944248437536,meme_images/meme_2658.png,0.1971812789557159,1,51084.54772564358,0 days 00:05:00,2023-02-14 22:08:00
4662,AAPL,2023-02-15 05:15:00,AAPL dump... 💸,negative,18.94246585161972,meme_images/meme_4662.png,-4.348420908968095,0,25592.55255929865,0 days 00:12:00,2023-02-15 05:27:00
316,AAPL,2023-02-15 07:35:00,AAPL HODL! 📈,positive,17.568045088806894,meme_images/meme_316.png,1.824747027760884,1,193871.66954493636,0 days 00:09:00,2023-02-15 07:44:00
6865,AAPL,2023-02-15 18:41:00,AAPL hold. ⌛,neutral,5105.693729192265,meme_images/meme_6865.png,-0.0895092449729429,0,13235.02126178113,0 days 00:12:00,2023-02-15 18:53:00
7756,AAPL,2023-02-15 21:12:00,AAPL hold. ⌛,neutral,169.77755304246824,meme_images/meme_7756.png,-0.3367561843861116,0,4067.759242043432,0 days 00:11:00,2023-02-15 21:23:00
1113,AAPL,2023-02-16 00:44:00,AAPL hold. 🧐,neutral,55.64350750711242,meme_images/meme_1113.png,-0.1409090196388118,0,45274.098678942144,0 days 00:18:00,2023-02-16 01:02:00
2867,AAPL,2023-02-16 09:00:00,AAPL hold. 📊,neutral,97.30314465784537,meme_images/meme_2867.png,0.7166840789593857,1,25488.90484590754,0 days 00:15:00,2023-02-16 09:15:00
1101,AAPL,2023-02-16 10:00:00,AAPL update. ⌛,neutral,8.446791561069965,meme_images/meme_1101.png,-0.3920872033795806,0,63971.4393130201,0 days 00:17:00,2023-02-16 10:17:00
1017,AAPL,2023-02-16 21:45:00,AAPL to the moon! 🚀,positive,0.7890002565495278,meme_images/meme_1017.png,1.268604983443897,1,22392.2357079122,0 days 00:09:00,2023-02-16 21:54:00
8385,AAPL,2023-02-17 11:01:00,AAPL bull! 🚀,positive,217.89503954986708,meme_images/meme_8385.png,0.8066742413358398,1,37147.80364846225,0 days 00:22:00,2023-02-17 11:23:00
4398,AAPL,2023-02-17 15:04:00,AAPL hold. ⌛,neutral,38.36795725589872,meme_images/meme_4398.png,1.854401361218108,1,42758.94302992671,0 days 00:08:00,2023-02-17 15:12:00
377,AAPL,2023-02-18 05:47:00,AAPL update. 🧐,neutral,111.51632712990092,meme_images/meme_377.png,0.5359912100396056,1,30736.243249716463,0 days 00:08:00,2023-02-18 05:55:00
4034,AAPL,2023-02-18 06:02:00,AAPL to the moon! 🚀,positive,274.8957447303411,meme_images/meme_4034.png,2.4514385703486337,1,95314.3486931699,0 days 00:11:00,2023-02-18 06:13:00
4108,AAPL,2023-02-18 12:29:00,AAPL rocket! 🚀,positive,30.35917928926725,meme_images/meme_4108.png,2.351221684676303,1,16912.88181640208,0 days 00:09:00,2023-02-18 12:38:00
1392,AAPL,2023-02-18 16:06:00,AAPL crash... 📉,negative,239.7453505716293,meme_images/meme_1392.png,-4.210447127547885,0,35782.49632669365,0 days 00:25:00,2023-02-18 16:31:00
5731,AAPL,2023-02-18 20:01:00,AAPL HODL! 📈,positive,124.85860208300846,meme_images/meme_5731.png,0.3103411153705466,1,29372.95674304181,0 days 00:13:00,2023-02-18 20:14:00
6197,AAPL,2023-02-19 17:09:00,AAPL news. 📊,neutral,60.91075450078658,meme_images/meme_6197.png,-0.4250050944462691,0,46982.15183030551,0 days 00:09:00,2023-02-19 17:18:00
5975,AAPL,2023-02-20 18:36:00,AAPL waiting. 🧐,neutral,175.5825097189848,meme_images/meme_5975.png,-0.2848818309175317,0,286047.2732195896,0 days 00:28:00,2023-02-20 19:04:00
736,AAPL,2023-02-21 06:07:00,AAPL hold. 📊,neutral,1227.527493822672,meme_images/meme_736.png,1.6293924626109018,1,23558.74701880907,0 days 00:19:00,2023-02-21 06:26:00
2678,AAPL,2023-02-21 08:00:00,AAPL news. 🧐,neutral,245.9497615993728,meme_images/meme_2678.png,0.5613319173197664,1,95434.10079580251,0 days 00:12:00,2023-02-21 08:12:00
9734,AAPL,2023-02-21 20:17:00,AAPL moon! 🚀,positive,43.07158770795422,meme_images/meme_9734.png,0.0987871036190743,1,12365.758036919126,0 days 00:20:00,2023-02-21 20:37:00
4674,AAPL,2023-02-22 03:53:00,AAPL update. ⌛,neutral,206.35078165386116,meme_images/meme_4674.png,-1.1002852419079636,0,16565.417652841443,0 days 00:25:00,2023-02-22 04:18:00
5133,AAPL,2023-02-22 05:11:00,AAPL waiting. 📊,neutral,886.3049167125554,meme_images/meme_5133.png,-0.2416343678649687,0,28168.737695865657,0 days 00:16:00,2023-02-22 05:27:00
6993,AAPL,2023-02-22 05:29:00,AAPL sell... 😢,negative,19.754201676859044,meme_images/meme_6993.png,-2.93310314766814,0,91539.11513779617,0 days 00:27:00,2023-02-22 05:56:00
7215,AAPL,2023-02-22 06:02:00,AAPL rocket! 💎🙌,positive,25.341497523521856,meme_images/meme_7215.png,2.8680589938278738,1,30063.18198096612,0 days 00:12:00,2023-02-22 06:14:00
8842,AAPL,2023-02-22 08:00:00,AAPL bull! 🚀,positive,7.16377527817786,meme_images/meme_8842.png,4.187412315641818,1,287872.3487058164,0 days 00:24:00,2023-02-22 08:24:00
867,AAPL,2023-02-22 11:54:00,AAPL crash... 💸,negative,43.55815858143092,meme_images/meme_867.png,-3.03297614760292,0,188623.5250532069,0 days 00:19:00,2023-02-22 12:13:00
4782,AAPL,2023-02-22 17:35:00,AAPL moon! 🚀,positive,50.75579210336819,meme_images/meme_4782.png,0.8215751476407562,1,6316.414633382716,0 days 00:27:00,2023-02-22 18:02:00
667,AAPL,2023-02-24 04:23:00,AAPL news. ⌛,neutral,67.85214375622988,meme_images/meme_667.png,-0.341502986872829,0,103538.7591191888,0 days 00:23:00,2023-02-24 04:46:00
7555,AAPL,2023-02-24 17:00:00,AAPL gain! 📈,positive,105.43189406512164,meme_images/meme_7555.png,0.3397512752055318,1,6437.7523383590815,0 days 00:11:00,2023-02-24 17:11:00
816,AAPL,2023-02-24 17:19:00,AAPL rocket! 🚀,positive,7036.576319443498,meme_images/meme_816.png,6.46891117855688,1,127294.96887794563,0 days 00:21:00,2023-02-24 17:40:00
2036,AAPL,2023-02-24 22:17:00,AAPL bear... 😢,negative,129.05112158700757,meme_images/meme_2036.png,-4.082794869421861,0,32931.5983431226,0 days 00:29:00,2023-02-24 22:46:00
7082,AAPL,2023-02-25 15:45:00,AAPL up! 📈,positive,276.2215247817326,meme_images/meme_7082.png,0.2841817678111594,1,38464.173964654925,0 days 00:06:00,2023-02-25 15:51:00
2974,AAPL,2023-02-26 06:01:00,AAPL bear... 💸,negative,3.1628076316695,meme_images/meme_2974.png,-2.029398620832099,0,84219.43767324703,0 days 00:15:00,2023-02-26 06:16:00
973,AAPL,2023-02-26 10:25:00,AAPL waiting. 🧐,neutral,0.6436370334729746,meme_images/meme_973.png,-1.0077696054322656,0,6365.076502289279,0 days 00:12:00,2023-02-26 10:37:00
4825,AAPL,2023-02-26 21:38:00,AAPL dump... 📉,negative,125.8900729498898,meme_images/meme_4825.png,-3.1366948576847014,0,154716.40765073957,0 days 00:17:00,2023-02-26 21:55:00
4443,AAPL,2023-02-27 01:22:00,AAPL hold. ⌛,neutral,16502.916071926695,meme_images/meme_4443.png,-0.5677341832691646,0,22515.786242007554,0 days 00:28:00,2023-02-27 01:50:00
3674,AAPL,2023-02-27 17:13:00,AAPL dump... 💸,negative,160.57353401496852,meme_images/meme_3674.png,-0.8984698996637952,0,9068.417127545756,0 days 00:12:00,2023-02-27 17:25:00
5333,AAPL,2023-02-28 19:13:00,AAPL hold. 📊,neutral,42.89519630714344,meme_images/meme_5333.png,0.8043368052315616,1,12086.359081709084,0 days 00:09:00,2023-02-28 19:22:00
464,AAPL,2023-03-01 18:16:00,AAPL down... 💸,negative,15773.787155686805,meme_images/meme_464.png,-10.599629504602886,0,75791.05759695792,0 days 00:21:00,2023-03-01 18:37:00
4497,AAPL,2023-03-01 18:57:00,AAPL moon! 💎🙌,positive,472.2736220992103,meme_images/meme_4497.png,0.8539180982029746,1,3061.372011702268,0 days 00:15:00,2023-03-01 19:12:00
9783,AAPL,2023-03-01 22:16:00,AAPL update. 📊,neutral,199.18029816741307,meme_images/meme_9783.png,-2.3216191544061324,0,39545.37525448491,0 days 00:14:00,2023-03-01 22:30:00
