id,ticker,timestamp,price_timestamp,price_up,multi_modal_prob,prediction,actual,signal
2109,AAPL,2023-01-20 12:40:00,2023-01-20 12:49:00,1,0.8281149,1,1,Buy
1353,AAPL,2023-01-21 18:22:00,2023-01-21 18:41:00,1,0.805887,1,1,Buy
7243,AAPL,2023-01-21 23:08:00,2023-01-21 23:23:00,0,0.32912734,0,0,Sell
4014,AAPL,2023-01-22 05:17:00,2023-01-22 05:26:00,0,0.3702603,0,0,Sell
1658,AAPL,2023-01-22 21:46:00,2023-01-22 22:14:00,0,0.312628,0,0,Sell
1487,AAPL,2023-01-23 02:29:00,2023-01-23 02:43:00,0,0.14130563,0,0,Sell
6707,AAPL,2023-01-23 11:28:00,2023-01-23 11:56:00,1,0.15603545,0,1,Sell
5168,AAPL,2023-01-23 13:50:00,2023-01-23 14:05:00,1,0.4114616,0,1,Hold
3360,AAPL,2023-01-24 00:18:00,2023-01-24 00:24:00,0,0.26727578,0,0,Sell
4850,AAPL,2023-01-24 12:49:00,2023-01-24 13:14:00,0,0.27200863,0,0,Sell
4827,AAPL,2023-01-25 02:50:00,2023-01-25 02:58:00,1,0.44708112,0,1,Hold
544,AAPL,2023-01-26 05:33:00,2023-01-26 06:02:00,1,0.29992172,0,1,Sell
2811,AAPL,2023-01-27 00:27:00,2023-01-27 00:52:00,0,0.26607394,0,0,Sell
852,AAPL,2023-01-27 03:02:00,2023-01-27 03:08:00,0,0.23064433,0,0,Sell
8516,AAPL,2023-01-27 12:33:00,2023-01-27 12:47:00,1,0.2713872,0,1,Sell
3665,AAPL,2023-01-27 12:42:00,2023-01-27 13:12:00,0,0.5428488,1,0,Hold
1886,AAPL,2023-01-27 16:57:00,2023-01-27 17:18:00,0,0.19218929,0,0,Sell
7517,AAPL,2023-01-27 18:16:00,2023-01-27 18:44:00,0,0.2153149,0,0,Sell
8103,AAPL,2023-01-27 23:05:00,2023-01-27 23:14:00,1,0.65767264,1,1,Buy
2828,AAPL,2023-01-28 08:48:00,2023-01-28 09:15:00,1,0.67443776,1,1,Buy
8915,AAPL,2023-01-28 23:57:00,2023-01-29 00:02:00,0,0.48922008,0,0,Hold
3004,AAPL,2023-01-29 04:48:00,2023-01-29 05:10:00,1,0.711878,1,1,Buy
926,AAPL,2023-01-29 13:07:00,2023-01-29 13:23:00,1,0.76397,1,1,Buy
6793,AAPL,2023-01-29 14:58:00,2023-01-29 15:21:00,0,0.29481947,0,0,Sell
31,AAPL,2023-01-30 01:21:00,2023-01-30 01:41:00,0,0.60076773,1,0,Buy
3011,AAPL,2023-01-30 01:40:00,2023-01-30 02:08:00,1,0.68366456,1,1,Buy
4764,AAPL,2023-01-30 06:45:00,2023-01-30 07:14:00,1,0.5429619,1,1,Hold
567,AAPL,2023-01-30 11:12:00,2023-01-30 11:31:00,0,0.24237537,0,0,Sell
811,AAPL,2023-01-30 20:14:00,2023-01-30 20:21:00,1,0.7083914,1,1,Buy
9261,AAPL,2023-01-31 07:14:00,2023-01-31 07:32:00,1,0.7546829,1,1,Buy
1542,AAPL,2023-01-31 17:35:00,2023-01-31 17:54:00,1,0.7729824,1,1,Buy
9338,AAPL,2023-02-01 05:51:00,2023-02-01 05:58:00,1,0.71991867,1,1,Buy
3923,AAPL,2023-02-01 06:08:00,2023-02-01 06:15:00,0,0.46252507,0,0,Hold
4329,AAPL,2023-02-01 06:30:00,2023-02-01 06:50:00,0,0.30434096,0,0,Sell
7733,AAPL,2023-02-03 23:14:00,2023-02-03 23:30:00,1,0.39689085,0,1,Sell
4027,AAPL,2023-02-04 14:29:00,2023-02-04 14:40:00,0,0.16964158,0,0,Sell
9121,AAPL,2023-02-04 20:36:00,2023-02-04 21:03:00,1,0.5473705,1,1,Hold
9207,AAPL,2023-02-04 21:05:00,2023-02-04 21:12:00,0,0.18022306,0,0,Sell
9371,AAPL,2023-02-04 23:43:00,2023-02-05 00:12:00,1,0.42129043,0,1,Hold
4442,AAPL,2023-02-05 22:20:00,2023-02-05 22:25:00,0,0.3990766,0,0,Sell
932,AAPL,2023-02-06 18:43:00,2023-02-06 19:08:00,1,0.47799966,0,1,Hold
7893,AAPL,2023-02-06 22:22:00,2023-02-06 22:29:00,0,0.5398496,1,0,Hold
1695,AAPL,2023-02-08 11:35:00,2023-02-08 11:41:00,1,0.46227792,0,1,Hold
8086,AAPL,2023-02-10 03:57:00,2023-02-10 04:05:00,0,0.43248442,0,0,Hold
76,AAPL,2023-02-10 11:46:00,2023-02-10 11:54:00,0,0.43071353,0,0,Hold
4556,AAPL,2023-02-11 21:52:00,2023-02-11 22:03:00,0,0.19819877,0,0,Sell
8722,AAPL,2023-02-12 04:34:00,2023-02-12 04:51:00,1,0.64732856,1,1,Buy
3657,AAPL,2023-02-12 08:15:00,2023-02-12 08:21:00,0,0.6098658,1,0,Buy
4261,AAPL,2023-02-12 17:43:00,2023-02-12 17:57:00,1,0.7231378,1,1,Buy
2330,AAPL,2023-02-12 22:03:00,2023-02-12 22:31:00,1,0.5458554,1,1,Hold
5339,AAPL,2023-02-13 02:01:00,2023-02-13 02:16:00,0,0.41024408,0,0,Hold
7809,AAPL,2023-02-13 12:23:00,2023-02-13 12:52:00,0,0.25047562,0,0,Sell
6343,AAPL,2023-02-14 12:46:00,2023-02-14 13:14:00,1,0.68984497,1,1,Buy
3208,AAPL,2023-02-14 15:02:00,2023-02-14 15:21:00,0,0.5253032,1,0,Hold
2658,AAPL,2023-02-14 22:03:00,2023-02-14 22:08:00,1,0.51158077,1,1,Hold
4662,AAPL,2023-02-15 05:15:00,2023-02-15 05:27:00,0,0.2218255,0,0,Sell
316,AAPL,2023-02-15 07:35:00,2023-02-15 07:44:00,1,0.6144741,1,1,Buy
6865,AAPL,2023-02-15 18:41:00,2023-02-15 18:53:00,0,0.33228078,0,0,Sell
7756,AAPL,2023-02-15 21:12:00,2023-02-15 21:23:00,0,0.4019846,0,0,Hold
1113,AAPL,2023-02-16 00:44:00,2023-02-16 01:02:00,0,0.3932665,0,0,Sell
2867,AAPL,2023-02-16 09:00:00,2023-02-16 09:15:00,1,0.5340438,1,1,Hold
1101,AAPL,2023-02-16 10:00:00,2023-02-16 10:17:00,0,0.6654661,1,0,Buy
1017,AAPL,2023-02-16 21:45:00,2023-02-16 21:54:00,1,0.7986559,1,1,Buy
8385,AAPL,2023-02-17 11:01:00,2023-02-17 11:23:00,1,0.7059042,1,1,Buy
4398,AAPL,2023-02-17 15:04:00,2023-02-17 15:12:00,1,0.6057422,1,1,Buy
377,AAPL,2023-02-18 05:47:00,2023-02-18 05:55:00,1,0.7512462,1,1,Buy
4034,AAPL,2023-02-18 06:02:00,2023-02-18 06:13:00,1,0.8415853,1,1,Buy
4108,AAPL,2023-02-18 12:29:00,2023-02-18 12:38:00,1,0.81889683,1,1,Buy
1392,AAPL,2023-02-18 16:06:00,2023-02-18 16:31:00,0,0.39087573,0,0,Sell
5731,AAPL,2023-02-18 20:01:00,2023-02-18 20:14:00,1,0.6922302,1,1,Buy
6197,AAPL,2023-02-19 17:09:00,2023-02-19 17:18:00,0,0.484911,0,0,Hold
5975,AAPL,2023-02-20 18:36:00,2023-02-20 19:04:00,0,0.42719588,0,0,Hold
736,AAPL,2023-02-21 06:07:00,2023-02-21 06:26:00,1,0.3807357,0,1,Sell
2678,AAPL,2023-02-21 08:00:00,2023-02-21 08:12:00,1,0.5316891,1,1,Hold
9734,AAPL,2023-02-21 20:17:00,2023-02-21 20:37:00,1,0.7129351,1,1,Buy
4674,AAPL,2023-02-22 03:53:00,2023-02-22 04:18:00,0,0.6793226,1,0,Buy
5133,AAPL,2023-02-22 05:11:00,2023-02-22 05:27:00,0,0.490694,0,0,Hold
6993,AAPL,2023-02-22 05:29:00,2023-02-22 05:56:00,0,0.25570753,0,0,Sell
7215,AAPL,2023-02-22 06:02:00,2023-02-22 06:14:00,1,0.63901794,1,1,Buy
8842,AAPL,2023-02-22 08:00:00,2023-02-22 08:24:00,1,0.7401123,1,1,Buy
867,AAPL,2023-02-22 11:54:00,2023-02-22 12:13:00,0,0.3627027,0,0,Sell
4782,AAPL,2023-02-22 17:35:00,2023-02-22 18:02:00,1,0.72614324,1,1,Buy
667,AAPL,2023-02-24 04:23:00,2023-02-24 04:46:00,0,0.61553746,1,0,Buy
7555,AAPL,2023-02-24 17:00:00,2023-02-24 17:11:00,1,0.7106488,1,1,Buy
816,AAPL,2023-02-24 17:19:00,2023-02-24 17:40:00,1,0.74185705,1,1,Buy
2036,AAPL,2023-02-24 22:17:00,2023-02-24 22:46:00,0,0.41577274,0,0,Hold
7082,AAPL,2023-02-25 15:45:00,2023-02-25 15:51:00,1,0.7213715,1,1,Buy
2974,AAPL,2023-02-26 06:01:00,2023-02-26 06:16:00,0,0.36751223,0,0,Sell
973,AAPL,2023-02-26 10:25:00,2023-02-26 10:37:00,0,0.49733824,0,0,Hold
4825,AAPL,2023-02-26 21:38:00,2023-02-26 21:55:00,0,0.11918822,0,0,Sell
4443,AAPL,2023-02-27 01:22:00,2023-02-27 01:50:00,0,0.2783907,0,0,Sell
3674,AAPL,2023-02-27 17:13:00,2023-02-27 17:25:00,0,0.17701343,0,0,Sell
5333,AAPL,2023-02-28 19:13:00,2023-02-28 19:22:00,1,0.35697338,0,1,Sell
464,AAPL,2023-03-01 18:16:00,2023-03-01 18:37:00,0,0.07244241,0,0,Sell
4497,AAPL,2023-03-01 18:57:00,2023-03-01 19:12:00,1,0.35828057,0,1,Sell
9783,AAPL,2023-03-01 22:16:00,2023-03-01 22:30:00,0,0.32136524,0,0,Sell
8326,AAPL,2023-03-02 00:23:00,2023-03-02 00:36:00,1,0.2052799,0,1,Sell
8066,AAPL,2023-03-02 17:08:00,2023-03-02 17:13:00,1,0.39425412,0,1,Sell
8203,AAPL,2023-03-03 08:41:00,2023-03-03 09:09:00,0,0.4664772,0,0,Hold
3578,AAPL,2023-03-03 14:35:00,2023-03-03 14:55:00,0,0.63889253,1,0,Buy
9269,AAPL,2023-03-04 06:26:00,2023-03-04 06:53:00,0,0.50138676,1,0,Hold
5838,AAPL,2023-03-04 09:10:00,2023-03-04 09:19:00,0,0.20673259,0,0,Sell
7279,AAPL,2023-03-04 18:15:00,2023-03-04 18:35:00,0,0.14084922,0,0,Sell
6120,AAPL,2023-03-05 02:56:00,2023-03-05 03:26:00,0,0.14806236,0,0,Sell
343,AAPL,2023-03-05 05:05:00,2023-03-05 05:20:00,1,0.4417847,0,1,Hold
200,AAPL,2023-03-05 08:47:00,2023-03-05 09:10:00,0,0.1433514,0,0,Sell
8495,AAPL,2023-03-05 18:18:00,2023-03-05 18:35:00,1,0.60000634,1,1,Buy
6712,AAPL,2023-03-06 11:23:00,2023-03-06 11:49:00,0,0.26867777,0,0,Sell
5109,AAPL,2023-03-07 10:55:00,2023-03-07 11:06:00,1,0.73488635,1,1,Buy
5521,AAPL,2023-03-07 12:16:00,2023-03-07 12:43:00,1,0.3716157,0,1,Sell
1074,AAPL,2023-03-08 03:17:00,2023-03-08 03:25:00,1,0.79207975,1,1,Buy
5443,AAPL,2023-03-10 09:15:00,2023-03-10 09:42:00,0,0.35549447,0,0,Sell
8603,AAPL,2023-03-10 22:03:00,2023-03-10 22:10:00,0,0.42955223,0,0,Hold
8079,AAPL,2023-03-10 22:12:00,2023-03-10 22:33:00,1,0.859616,1,1,Buy
5125,AAPL,2023-03-11 06:11:00,2023-03-11 06:40:00,0,0.5362953,1,0,Hold
3376,AAPL,2023-03-11 20:10:00,2023-03-11 20:29:00,1,0.66659695,1,1,Buy
1204,AAPL,2023-03-12 03:26:00,2023-03-12 03:44:00,1,0.7386996,1,1,Buy
6048,AAPL,2023-03-12 21:16:00,2023-03-12 21:42:00,0,0.76174694,1,0,Buy
121,AAPL,2023-03-12 22:42:00,2023-03-12 22:57:00,1,0.52111614,1,1,Hold
1831,AAPL,2023-03-12 23:38:00,2023-03-12 23:50:00,1,0.76171476,1,1,Buy
5848,AAPL,2023-03-13 08:30:00,2023-03-13 08:56:00,0,0.349084,0,0,Sell
5050,AAPL,2023-03-13 22:01:00,2023-03-13 22:19:00,0,0.27858487,0,0,Sell
5603,AAPL,2023-03-13 22:27:00,2023-03-13 22:37:00,1,0.6979092,1,1,Buy
4243,AAPL,2023-03-14 02:17:00,2023-03-14 02:34:00,0,0.3699104,0,0,Sell
2763,AAPL,2023-03-15 06:29:00,2023-03-15 06:43:00,0,0.61970514,1,0,Buy
60,AAPL,2023-03-15 15:42:00,2023-03-15 16:08:00,0,0.29694527,0,0,Sell
9277,AAPL,2023-03-15 20:29:00,2023-03-15 20:41:00,0,0.46738738,0,0,Hold
6558,AAPL,2023-03-15 21:47:00,2023-03-15 22:00:00,0,0.17540064,0,0,Sell
5120,AAPL,2023-03-16 02:24:00,2023-03-16 02:46:00,0,0.4701089,0,0,Hold
6210,AAPL,2023-03-16 09:03:00,2023-03-16 09:13:00,0,0.43044338,0,0,Hold
8660,AAPL,2023-03-16 11:03:00,2023-03-16 11:21:00,1,0.62635523,1,1,Buy
1286,AAPL,2023-03-16 17:08:00,2023-03-16 17:36:00,1,0.77429146,1,1,Buy
756,AAPL,2023-03-16 22:37:00,2023-03-16 23:01:00,1,0.7029722,1,1,Buy
1979,AAPL,2023-03-17 10:15:00,2023-03-17 10:33:00,0,0.47052383,0,0,Hold
2503,AAPL,2023-03-17 15:02:00,2023-03-17 15:27:00,0,0.6946213,1,0,Buy
3462,AAPL,2023-03-18 16:11:00,2023-03-18 16:35:00,0,0.61080617,1,0,Buy
3635,AAPL,2023-03-19 03:12:00,2023-03-19 03:34:00,0,0.21922854,0,0,Sell
9971,AAPL,2023-03-19 16:15:00,2023-03-19 16:30:00,0,0.49205208,0,0,Hold
549,AAPL,2023-03-20 15:09:00,2023-03-20 15:24:00,1,0.6028427,1,1,Buy
2082,AAPL,2023-03-22 04:00:00,2023-03-22 04:14:00,1,0.47265163,0,1,Hold
7802,AAPL,2023-03-22 05:09:00,2023-03-22 05:16:00,0,0.25295854,0,0,Sell
473,AAPL,2023-03-22 11:17:00,2023-03-22 11:42:00,1,0.52901655,1,1,Hold
2220,AAPL,2023-03-23 01:48:00,2023-03-23 01:57:00,1,0.77815056,1,1,Buy
7583,AAPL,2023-03-24 05:42:00,2023-03-24 05:59:00,1,0.7887144,1,1,Buy
6354,AAPL,2023-03-24 05:53:00,2023-03-24 06:01:00,1,0.67287546,1,1,Buy
5446,AAPL,2023-03-24 23:24:00,2023-03-24 23:35:00,0,0.48260447,0,0,Hold
3712,AAPL,2023-03-25 14:20:00,2023-03-25 14:26:00,1,0.81742936,1,1,Buy
1456,AAPL,2023-03-26 00:50:00,2023-03-26 01:15:00,1,0.7155419,1,1,Buy
3145,AAPL,2023-03-26 03:49:00,2023-03-26 04:07:00,1,0.7225336,1,1,Buy
7174,AAPL,2023-03-27 00:15:00,2023-03-27 00:34:00,1,0.58917916,1,1,Hold
7922,AAPL,2023-03-28 03:20:00,2023-03-28 03:34:00,1,0.7743798,1,1,Buy
7092,AAPL,2023-03-28 19:23:00,2023-03-28 19:42:00,0,0.4299529,0,0,Hold
1837,AAPL,2023-03-29 03:11:00,2023-03-29 03:32:00,0,0.5145336,1,0,Hold
8809,AAPL,2023-03-29 12:10:00,2023-03-29 12:27:00,0,0.20698977,0,0,Sell
3398,AAPL,2023-03-29 16:21:00,2023-03-29 16:29:00,1,0.5883589,1,1,Hold
4503,AAPL,2023-03-29 19:48:00,2023-03-29 20:11:00,1,0.5562896,1,1,Hold
6657,AAPL,2023-03-30 02:34:00,2023-03-30 02:56:00,0,0.19781907,0,0,Sell
310,AAPL,2023-03-30 04:48:00,2023-03-30 05:10:00,1,0.40586352,0,1,Hold
288,AAPL,2023-03-30 20:45:00,2023-03-30 20:53:00,1,0.73312587,1,1,Buy
2016,AAPL,2023-03-30 23:11:00,2023-03-30 23:34:00,1,0.70313,1,1,Buy
8012,AAPL,2023-03-31 06:35:00,2023-03-31 06:45:00,0,0.47754776,0,0,Hold
4526,AAPL,2023-03-31 11:41:00,2023-03-31 11:49:00,0,0.43348175,0,0,Hold
1518,AAPL,2023-03-31 17:44:00,2023-03-31 17:49:00,0,0.29779035,0,0,Sell
311,AAPL,2023-03-31 22:19:00,2023-03-31 22:48:00,1,0.41324455,0,1,Hold
9740,AAPL,2023-04-01 02:45:00,2023-04-01 03:06:00,1,0.61035293,1,1,Buy
9324,AAPL,2023-04-01 11:47:00,2023-04-01 12:17:00,0,0.2261391,0,0,Sell
4187,AAPL,2023-04-01 18:08:00,2023-04-01 18:36:00,0,0.25414023,0,0,Sell
1762,AAPL,2023-04-02 02:45:00,2023-04-02 03:14:00,1,0.6905814,1,1,Buy
4594,AAPL,2023-04-02 16:57:00,2023-04-02 17:08:00,0,0.2594439,0,0,Sell
1318,AAPL,2023-04-03 06:21:00,2023-04-03 06:33:00,1,0.61428756,1,1,Buy
8166,AAPL,2023-04-03 08:46:00,2023-04-03 08:55:00,1,0.58864576,1,1,Hold
7754,AAPL,2023-04-03 10:57:00,2023-04-03 11:08:00,1,0.8458584,1,1,Buy
3186,AAPL,2023-04-03 11:00:00,2023-04-03 11:10:00,1,0.6487315,1,1,Buy
4848,AAPL,2023-04-03 14:00:00,2023-04-03 14:20:00,0,0.5284902,1,0,Hold
8136,AAPL,2023-04-04 01:35:00,2023-04-04 01:54:00,1,0.4334397,0,1,Hold
9182,AAPL,2023-04-04 12:10:00,2023-04-04 12:31:00,1,0.7058249,1,1,Buy
6322,AAPL,2023-04-05 08:55:00,2023-04-05 09:20:00,1,0.76739246,1,1,Buy
7003,AAPL,2023-04-05 09:29:00,2023-04-05 09:46:00,0,0.5868334,1,0,Hold
8688,AAPL,2023-04-05 20:10:00,2023-04-05 20:19:00,1,0.819366,1,1,Buy
1370,AAPL,2023-04-06 07:19:00,2023-04-06 07:39:00,1,0.83840144,1,1,Buy
8733,AAPL,2023-04-06 14:22:00,2023-04-06 14:37:00,1,0.83395815,1,1,Buy
2256,AAPL,2023-04-06 15:50:00,2023-04-06 16:07:00,0,0.31634498,0,0,Sell
5408,AAPL,2023-04-06 19:45:00,2023-04-06 20:10:00,0,0.6827134,1,0,Buy
120,AAPL,2023-04-07 16:38:00,2023-04-07 16:49:00,1,0.72965217,1,1,Buy
1503,AAPL,2023-04-08 15:37:00,2023-04-08 15:53:00,1,0.7964473,1,1,Buy
9749,AAPL,2023-04-08 23:27:00,2023-04-08 23:44:00,0,0.36808333,0,0,Sell
3491,AAPL,2023-04-09 00:33:00,2023-04-09 00:46:00,1,0.8371275,1,1,Buy
246,AAPL,2023-04-09 05:04:00,2023-04-09 05:23:00,1,0.76829475,1,1,Buy
5788,AAPL,2023-04-11 08:30:00,2023-04-11 08:37:00,0,0.4342847,0,0,Hold
9931,AAPL,2023-04-11 16:24:00,2023-04-11 16:31:00,1,0.7664344,1,1,Buy
6114,AAPL,2023-04-11 23:32:00,2023-04-11 23:40:00,0,0.47493282,0,0,Hold
3824,AAPL,2023-04-12 22:20:00,2023-04-12 22:41:00,0,0.4347432,0,0,Hold
7864,AAPL,2023-04-13 13:45:00,2023-04-13 13:57:00,1,0.43236512,0,1,Hold
1674,AAPL,2023-04-14 07:42:00,2023-04-14 08:07:00,0,0.27357715,0,0,Sell
8404,AAPL,2023-04-15 03:22:00,2023-04-15 03:47:00,1,0.38500968,0,1,Sell
4579,AAPL,2023-04-15 10:34:00,2023-04-15 10:48:00,1,0.6416151,1,1,Buy
912,AAPL,2023-04-15 15:21:00,2023-04-15 15:30:00,1,0.7349307,1,1,Buy
9889,AAPL,2023-04-16 04:24:00,2023-04-16 04:47:00,0,0.35556984,0,0,Sell
7015,AAPL,2023-04-16 06:01:00,2023-04-16 06:29:00,0,0.3468136,0,0,Sell
4946,AAPL,2023-04-16 18:51:00,2023-04-16 19:10:00,1,0.8058659,1,1,Buy
9828,AAPL,2023-04-16 22:13:00,2023-04-16 22:18:00,0,0.3600315,0,0,Sell
3814,AAPL,2023-04-17 06:39:00,2023-04-17 07:09:00,1,0.7467518,1,1,Buy
9134,AAPL,2023-04-17 17:52:00,2023-04-17 18:01:00,1,0.84403515,1,1,Buy
8291,AAPL,2023-04-17 20:12:00,2023-04-17 20:29:00,1,0.8632282,1,1,Buy
358,AAPL,2023-04-18 09:09:00,2023-04-18 09:30:00,0,0.52979684,1,0,Hold
9396,AAPL,2023-04-18 11:50:00,2023-04-18 12:08:00,0,0.5982112,1,0,Hold
3501,AAPL,2023-04-19 02:52:00,2023-04-19 03:07:00,0,0.60322034,1,0,Buy
6987,AAPL,2023-04-19 22:19:00,2023-04-19 22:31:00,0,0.2082679,0,0,Sell
8906,AAPL,2023-04-20 00:59:00,2023-04-20 01:13:00,1,0.5611705,1,1,Hold
9950,AAPL,2023-04-20 01:46:00,2023-04-20 02:07:00,1,0.4280451,0,1,Hold
3526,AAPL,2023-04-20 04:23:00,2023-04-20 04:45:00,1,0.65771914,1,1,Buy
625,AAPL,2023-04-20 06:28:00,2023-04-20 06:40:00,1,0.55144924,1,1,Hold
4324,AAPL,2023-04-20 13:41:00,2023-04-20 14:07:00,1,0.8593559,1,1,Buy
7646,AAPL,2023-04-20 20:15:00,2023-04-20 20:27:00,1,0.84979707,1,1,Buy
4154,AAPL,2023-04-21 04:34:00,2023-04-21 04:59:00,0,0.71428674,1,0,Buy
4047,AAPL,2023-04-21 09:24:00,2023-04-21 09:39:00,1,0.8347966,1,1,Buy
4798,AAPL,2023-04-22 00:53:00,2023-04-22 01:01:00,1,0.7818203,1,1,Buy
7785,AAPL,2023-04-22 19:00:00,2023-04-22 19:27:00,0,0.46745422,0,0,Hold
8188,AAPL,2023-04-23 00:00:00,2023-04-23 00:16:00,1,0.79690766,1,1,Buy
2843,AAPL,2023-04-24 03:03:00,2023-04-24 03:20:00,1,0.72135544,1,1,Buy
9847,AAPL,2023-04-24 16:53:00,2023-04-24 17:17:00,0,0.5069153,1,0,Hold
8240,AAPL,2023-04-24 17:36:00,2023-04-24 17:43:00,1,0.58723366,1,1,Hold
1909,AAPL,2023-04-24 20:01:00,2023-04-24 20:08:00,1,0.838454,1,1,Buy
7965,AAPL,2023-04-24 22:48:00,2023-04-24 23:02:00,1,0.50009996,1,1,Hold
9789,AAPL,2023-04-25 05:58:00,2023-04-25 06:11:00,0,0.4627953,0,0,Hold
2641,AAPL,2023-04-25 21:31:00,2023-04-25 21:58:00,0,0.66117847,1,0,Buy
4479,AAPL,2023-04-26 01:13:00,2023-04-26 01:27:00,1,0.7456765,1,1,Buy
968,AAPL,2023-04-26 01:35:00,2023-04-26 01:46:00,0,0.33974874,0,0,Sell
5879,AAPL,2023-04-26 05:38:00,2023-04-26 05:58:00,0,0.27311474,0,0,Sell
3964,AAPL,2023-04-26 06:17:00,2023-04-26 06:26:00,0,0.24806431,0,0,Sell
6971,AAPL,2023-04-27 12:30:00,2023-04-27 12:59:00,0,0.22412549,0,0,Sell
4367,AAPL,2023-04-27 16:06:00,2023-04-27 16:12:00,0,0.14279763,0,0,Sell
6923,AAPL,2023-04-28 01:45:00,2023-04-28 02:06:00,1,0.42611468,0,1,Hold
573,AAPL,2023-04-28 05:42:00,2023-04-28 05:52:00,0,0.3191901,0,0,Sell
5479,AAPL,2023-04-28 07:25:00,2023-04-28 07:51:00,1,0.63196546,1,1,Buy
