id,ticker,timestamp,price_timestamp,price_up,multi_modal_prob,prediction,actual,signal
4825,AAPL,2023-02-26 21:38:00,2023-02-26 21:44:00,0,0.04116901,0,0,Sell
4443,AAPL,2023-02-27 01:22:00,2023-02-27 01:44:00,0,0.4161424,0,0,Hold
3674,AAPL,2023-02-27 17:13:00,2023-02-27 17:26:00,0,0.062032,0,0,Sell
5333,AAPL,2023-02-28 19:13:00,2023-02-28 19:34:00,1,0.2656167,0,1,Sell
464,AAPL,2023-03-01 18:16:00,2023-03-01 18:21:00,0,0.03099336,0,0,Sell
4497,AAPL,2023-03-01 18:57:00,2023-03-01 19:15:00,1,0.8669192,1,1,Buy
9783,AAPL,2023-03-01 22:16:00,2023-03-01 22:21:00,0,0.39171016,0,0,Sell
8326,AAPL,2023-03-02 00:23:00,2023-03-02 00:46:00,1,0.27323428,0,1,Sell
8066,AAPL,2023-03-02 17:08:00,2023-03-02 17:38:00,1,0.9163137,1,1,Buy
8203,AAPL,2023-03-03 08:41:00,2023-03-03 08:50:00,0,0.24267256,0,0,Sell
3578,AAPL,2023-03-03 14:35:00,2023-03-03 15:03:00,0,0.9019059,1,0,Buy
9269,AAPL,2023-03-04 06:26:00,2023-03-04 06:37:00,0,0.7468171,1,0,Buy
5838,AAPL,2023-03-04 09:10:00,2023-03-04 09:20:00,0,0.048559565,0,0,Sell
7279,AAPL,2023-03-04 18:15:00,2023-03-04 18:42:00,0,0.041555036,0,0,Sell
6120,AAPL,2023-03-05 02:56:00,2023-03-05 03:01:00,0,0.065094866,0,0,Sell
343,AAPL,2023-03-05 05:05:00,2023-03-05 05:20:00,1,0.84499794,1,1,Buy
200,AAPL,2023-03-05 08:47:00,2023-03-05 08:54:00,0,0.048348553,0,0,Sell
8495,AAPL,2023-03-05 18:18:00,2023-03-05 18:35:00,1,0.9287795,1,1,Buy
6712,AAPL,2023-03-06 11:23:00,2023-03-06 11:29:00,0,0.0733612,0,0,Sell
5109,AAPL,2023-03-07 10:55:00,2023-03-07 11:22:00,1,0.9424281,1,1,Buy
5521,AAPL,2023-03-07 12:16:00,2023-03-07 12:42:00,1,0.08423851,0,1,Sell
1074,AAPL,2023-03-08 03:17:00,2023-03-08 03:28:00,1,0.94206625,1,1,Buy
5443,AAPL,2023-03-10 09:15:00,2023-03-10 09:21:00,0,0.071565785,0,0,Sell
8603,AAPL,2023-03-10 22:03:00,2023-03-10 22:14:00,0,0.108599074,0,0,Sell
8079,AAPL,2023-03-10 22:12:00,2023-03-10 22:29:00,1,0.95756024,1,1,Buy
5125,AAPL,2023-03-11 06:11:00,2023-03-11 06:37:00,0,0.32026422,0,0,Sell
3376,AAPL,2023-03-11 20:10:00,2023-03-11 20:28:00,1,0.94805115,1,1,Buy
1204,AAPL,2023-03-12 03:26:00,2023-03-12 03:56:00,1,0.92354053,1,1,Buy
6048,AAPL,2023-03-12 21:16:00,2023-03-12 21:37:00,0,0.5342267,1,0,Hold
121,AAPL,2023-03-12 22:42:00,2023-03-12 22:50:00,1,0.61982703,1,1,Buy
1831,AAPL,2023-03-12 23:38:00,2023-03-12 23:47:00,1,0.9552577,1,1,Buy
5848,AAPL,2023-03-13 08:30:00,2023-03-13 08:57:00,0,0.09208451,0,0,Sell
5050,AAPL,2023-03-13 22:01:00,2023-03-13 22:10:00,0,0.09505812,0,0,Sell
5603,AAPL,2023-03-13 22:27:00,2023-03-13 22:43:00,1,0.9556632,1,1,Buy
4243,AAPL,2023-03-14 02:17:00,2023-03-14 02:44:00,0,0.11675862,0,0,Sell
2763,AAPL,2023-03-15 06:29:00,2023-03-15 06:48:00,0,0.6260292,1,0,Buy
60,AAPL,2023-03-15 15:42:00,2023-03-15 15:51:00,0,0.07694164,0,0,Sell
9277,AAPL,2023-03-15 20:29:00,2023-03-15 20:45:00,0,0.2843098,0,0,Sell
6558,AAPL,2023-03-15 21:47:00,2023-03-15 22:00:00,0,0.0471237,0,0,Sell
5120,AAPL,2023-03-16 02:24:00,2023-03-16 02:29:00,0,0.8743095,1,0,Buy
6210,AAPL,2023-03-16 09:03:00,2023-03-16 09:10:00,0,0.38296905,0,0,Sell
8660,AAPL,2023-03-16 11:03:00,2023-03-16 11:27:00,1,0.90004706,1,1,Buy
1286,AAPL,2023-03-16 17:08:00,2023-03-16 17:16:00,1,0.95257914,1,1,Buy
756,AAPL,2023-03-16 22:37:00,2023-03-16 22:56:00,1,0.3798026,0,1,Sell
1979,AAPL,2023-03-17 10:15:00,2023-03-17 10:40:00,0,0.06637424,0,0,Sell
2503,AAPL,2023-03-17 15:02:00,2023-03-17 15:28:00,0,0.40231094,0,0,Hold
3462,AAPL,2023-03-18 16:11:00,2023-03-18 16:29:00,0,0.3897779,0,0,Sell
3635,AAPL,2023-03-19 03:12:00,2023-03-19 03:37:00,0,0.063437134,0,0,Sell
9971,AAPL,2023-03-19 16:15:00,2023-03-19 16:29:00,0,0.39927408,0,0,Sell
549,AAPL,2023-03-20 15:09:00,2023-03-20 15:22:00,1,0.9112832,1,1,Buy
2082,AAPL,2023-03-22 04:00:00,2023-03-22 04:26:00,1,0.6313539,1,1,Buy
7802,AAPL,2023-03-22 05:09:00,2023-03-22 05:31:00,0,0.07020929,0,0,Sell
473,AAPL,2023-03-22 11:17:00,2023-03-22 11:23:00,1,0.49481332,0,1,Hold
2220,AAPL,2023-03-23 01:48:00,2023-03-23 02:00:00,1,0.9352326,1,1,Buy
7583,AAPL,2023-03-24 05:42:00,2023-03-24 05:58:00,1,0.93938506,1,1,Buy
6354,AAPL,2023-03-24 05:53:00,2023-03-24 06:08:00,1,0.8868323,1,1,Buy
5446,AAPL,2023-03-24 23:24:00,2023-03-24 23:48:00,0,0.10799712,0,0,Sell
3712,AAPL,2023-03-25 14:20:00,2023-03-25 14:33:00,1,0.94716513,1,1,Buy
1456,AAPL,2023-03-26 00:50:00,2023-03-26 01:01:00,1,0.926188,1,1,Buy
3145,AAPL,2023-03-26 03:49:00,2023-03-26 04:10:00,1,0.9249244,1,1,Buy
7174,AAPL,2023-03-27 00:15:00,2023-03-27 00:22:00,1,0.3205186,0,1,Sell
7922,AAPL,2023-03-28 03:20:00,2023-03-28 03:29:00,1,0.9171017,1,1,Buy
7092,AAPL,2023-03-28 19:23:00,2023-03-28 19:47:00,0,0.10623761,0,0,Sell
1837,AAPL,2023-03-29 03:11:00,2023-03-29 03:16:00,0,0.483425,0,0,Hold
8809,AAPL,2023-03-29 12:10:00,2023-03-29 12:15:00,0,0.05513454,0,0,Sell
3398,AAPL,2023-03-29 16:21:00,2023-03-29 16:26:00,1,0.87470925,1,1,Buy
4503,AAPL,2023-03-29 19:48:00,2023-03-29 20:15:00,1,0.9146797,1,1,Buy
6657,AAPL,2023-03-30 02:34:00,2023-03-30 02:49:00,0,0.1176487,0,0,Sell
310,AAPL,2023-03-30 04:48:00,2023-03-30 05:13:00,1,0.54601514,1,1,Hold
288,AAPL,2023-03-30 20:45:00,2023-03-30 20:58:00,1,0.9348526,1,1,Buy
2016,AAPL,2023-03-30 23:11:00,2023-03-30 23:27:00,1,0.9305004,1,1,Buy
8012,AAPL,2023-03-31 06:35:00,2023-03-31 06:52:00,0,0.45026568,0,0,Hold
4526,AAPL,2023-03-31 11:41:00,2023-03-31 12:02:00,0,0.08833716,0,0,Sell
1518,AAPL,2023-03-31 17:44:00,2023-03-31 18:00:00,0,0.07923548,0,0,Sell
311,AAPL,2023-03-31 22:19:00,2023-03-31 22:28:00,1,0.594562,1,1,Hold
9740,AAPL,2023-04-01 02:45:00,2023-04-01 02:53:00,1,0.8846994,1,1,Buy
9324,AAPL,2023-04-01 11:47:00,2023-04-01 12:17:00,0,0.050865628,0,0,Sell
4187,AAPL,2023-04-01 18:08:00,2023-04-01 18:16:00,0,0.1028307,0,0,Sell
1762,AAPL,2023-04-02 02:45:00,2023-04-02 02:58:00,1,0.93845206,1,1,Buy
4594,AAPL,2023-04-02 16:57:00,2023-04-02 17:26:00,0,0.09002496,0,0,Sell
1318,AAPL,2023-04-03 06:21:00,2023-04-03 06:49:00,1,0.92510575,1,1,Buy
8166,AAPL,2023-04-03 08:46:00,2023-04-03 08:53:00,1,0.40700585,0,1,Hold
7754,AAPL,2023-04-03 10:57:00,2023-04-03 11:08:00,1,0.95299673,1,1,Buy
3186,AAPL,2023-04-03 11:00:00,2023-04-03 11:09:00,1,0.6060629,1,1,Buy
4848,AAPL,2023-04-03 14:00:00,2023-04-03 14:23:00,0,0.11218527,0,0,Sell
8136,AAPL,2023-04-04 01:35:00,2023-04-04 01:58:00,1,0.11248088,0,1,Sell
9182,AAPL,2023-04-04 12:10:00,2023-04-04 12:20:00,1,0.5117002,1,1,Hold
6322,AAPL,2023-04-05 08:55:00,2023-04-05 09:07:00,1,0.94097453,1,1,Buy
7003,AAPL,2023-04-05 09:29:00,2023-04-05 09:44:00,0,0.4757381,0,0,Hold
8688,AAPL,2023-04-05 20:10:00,2023-04-05 20:16:00,1,0.9346046,1,1,Buy
1370,AAPL,2023-04-06 07:19:00,2023-04-06 07:34:00,1,0.9477607,1,1,Buy
8733,AAPL,2023-04-06 14:22:00,2023-04-06 14:40:00,1,0.94674015,1,1,Buy
2256,AAPL,2023-04-06 15:50:00,2023-04-06 16:04:00,0,0.0669401,0,0,Sell
5408,AAPL,2023-04-06 19:45:00,2023-04-06 19:51:00,0,0.94200635,1,0,Buy
120,AAPL,2023-04-07 16:38:00,2023-04-07 16:57:00,1,0.928938,1,1,Buy
1503,AAPL,2023-04-08 15:37:00,2023-04-08 16:03:00,1,0.9445464,1,1,Buy
9749,AAPL,2023-04-08 23:27:00,2023-04-08 23:54:00,0,0.07845401,0,0,Sell
3491,AAPL,2023-04-09 00:33:00,2023-04-09 00:40:00,1,0.94860256,1,1,Buy
246,AAPL,2023-04-09 05:04:00,2023-04-09 05:34:00,1,0.73973846,1,1,Buy
5788,AAPL,2023-04-11 08:30:00,2023-04-11 08:58:00,0,0.13022509,0,0,Sell
9931,AAPL,2023-04-11 16:24:00,2023-04-11 16:35:00,1,0.9481746,1,1,Buy
6114,AAPL,2023-04-11 23:32:00,2023-04-11 23:49:00,0,0.1181979,0,0,Sell
3824,AAPL,2023-04-12 22:20:00,2023-04-12 22:41:00,0,0.27626118,0,0,Sell
7864,AAPL,2023-04-13 13:45:00,2023-04-13 14:12:00,1,0.5441764,1,1,Hold
1674,AAPL,2023-04-14 07:42:00,2023-04-14 08:00:00,0,0.06528127,0,0,Sell
8404,AAPL,2023-04-15 03:22:00,2023-04-15 03:37:00,1,0.26150993,0,1,Sell
4579,AAPL,2023-04-15 10:34:00,2023-04-15 10:51:00,1,0.9107881,1,1,Buy
912,AAPL,2023-04-15 15:21:00,2023-04-15 15:36:00,1,0.93723714,1,1,Buy
9889,AAPL,2023-04-16 04:24:00,2023-04-16 04:43:00,0,0.069148585,0,0,Sell
7015,AAPL,2023-04-16 06:01:00,2023-04-16 06:27:00,0,0.06560787,0,0,Sell
4946,AAPL,2023-04-16 18:51:00,2023-04-16 19:11:00,1,0.96219784,1,1,Buy
9828,AAPL,2023-04-16 22:13:00,2023-04-16 22:28:00,0,0.06769537,0,0,Sell
3814,AAPL,2023-04-17 06:39:00,2023-04-17 06:52:00,1,0.9280941,1,1,Buy
9134,AAPL,2023-04-17 17:52:00,2023-04-17 18:15:00,1,0.96468675,1,1,Buy
8291,AAPL,2023-04-17 20:12:00,2023-04-17 20:17:00,1,0.9595615,1,1,Buy
358,AAPL,2023-04-18 09:09:00,2023-04-18 09:37:00,0,0.14327118,0,0,Sell
9396,AAPL,2023-04-18 11:50:00,2023-04-18 12:11:00,0,0.1236825,0,0,Sell
3501,AAPL,2023-04-19 02:52:00,2023-04-19 03:01:00,0,0.40638274,0,0,Hold
6987,AAPL,2023-04-19 22:19:00,2023-04-19 22:49:00,0,0.078611426,0,0,Sell
8906,AAPL,2023-04-20 00:59:00,2023-04-20 01:11:00,1,0.91960585,1,1,Buy
9950,AAPL,2023-04-20 01:46:00,2023-04-20 02:03:00,1,0.7075079,1,1,Buy
3526,AAPL,2023-04-20 04:23:00,2023-04-20 04:41:00,1,0.91006756,1,1,Buy
625,AAPL,2023-04-20 06:28:00,2023-04-20 06:54:00,1,0.49455544,0,1,Hold
4324,AAPL,2023-04-20 13:41:00,2023-04-20 14:11:00,1,0.95675325,1,1,Buy
7646,AAPL,2023-04-20 20:15:00,2023-04-20 20:22:00,1,0.9609642,1,1,Buy
4154,AAPL,2023-04-21 04:34:00,2023-04-21 04:42:00,0,0.699214,1,0,Buy
4047,AAPL,2023-04-21 09:24:00,2023-04-21 09:41:00,1,0.958021,1,1,Buy
4798,AAPL,2023-04-22 00:53:00,2023-04-22 01:05:00,1,0.9207073,1,1,Buy
7785,AAPL,2023-04-22 19:00:00,2023-04-22 19:22:00,0,0.13311273,0,0,Sell
8188,AAPL,2023-04-23 00:00:00,2023-04-23 00:22:00,1,0.9364938,1,1,Buy
2843,AAPL,2023-04-24 03:03:00,2023-04-24 03:27:00,1,0.589014,1,1,Hold
9847,AAPL,2023-04-24 16:53:00,2023-04-24 17:09:00,0,0.09307028,0,0,Sell
8240,AAPL,2023-04-24 17:36:00,2023-04-24 18:03:00,1,0.6152921,1,1,Buy
1909,AAPL,2023-04-24 20:01:00,2023-04-24 20:18:00,1,0.96207565,1,1,Buy
7965,AAPL,2023-04-24 22:48:00,2023-04-24 23:13:00,1,0.101126246,0,1,Sell
9789,AAPL,2023-04-25 05:58:00,2023-04-25 06:13:00,0,0.09244841,0,0,Sell
2641,AAPL,2023-04-25 21:31:00,2023-04-25 21:43:00,0,0.5981251,1,0,Hold
4479,AAPL,2023-04-26 01:13:00,2023-04-26 01:39:00,1,0.9087262,1,1,Buy
968,AAPL,2023-04-26 01:35:00,2023-04-26 01:43:00,0,0.11396937,0,0,Sell
5879,AAPL,2023-04-26 05:38:00,2023-04-26 05:56:00,0,0.081707574,0,0,Sell
3964,AAPL,2023-04-26 06:17:00,2023-04-26 06:34:00,0,0.07629375,0,0,Sell
6971,AAPL,2023-04-27 12:30:00,2023-04-27 12:54:00,0,0.05661067,0,0,Sell
4367,AAPL,2023-04-27 16:06:00,2023-04-27 16:36:00,0,0.056503188,0,0,Sell
6923,AAPL,2023-04-28 01:45:00,2023-04-28 02:14:00,1,0.7822772,1,1,Buy
573,AAPL,2023-04-28 05:42:00,2023-04-28 05:59:00,0,0.4688823,0,0,Hold
5479,AAPL,2023-04-28 07:25:00,2023-04-28 07:34:00,1,0.89535433,1,1,Buy
